Timestamp,Phase,Latency_ms,Status_Code
2026-09-11T22:54:08.390265,Cycle_1_Cold_Start,1676.88,200
2026-09-11T22:54:14.295290,Cycle_1_Warm_1,899.89,200
2026-09-11T22:54:20.202331,Cycle_1_Warm_2,902.25,200
2026-09-11T22:54:26.059136,Cycle_1_Warm_3,852.23,200
2026-09-11T23:29:27.582027,Cycle_2_Cold_Start,1513.05,200
2026-09-11T23:29:33.470329,Cycle_2_Warm_1,883.02,200
2026-09-11T23:29:39.348582,Cycle_2_Warm_2,866.92,200
2026-09-11T23:29:45.259516,Cycle_2_Warm_3,905.35,200
2026-09-12T00:04:46.880612,Cycle_3_Cold_Start,1610.85,200
2026-09-12T00:04:52.756334,Cycle_3_Warm_1,870.58,200
2026-09-12T00:04:58.630050,Cycle_3_Warm_2,868.91,200
2026-09-12T00:05:04.513383,Cycle_3_Warm_3,878.12,200
2026-09-12T00:40:06.148292,Cycle_4_Cold_Start,1625.35,200
2026-09-12T00:40:12.124342,Cycle_4_Warm_1,971.05,200
2026-09-12T00:40:18.029106,Cycle_4_Warm_2,899.9,200
2026-09-12T00:40:24.030838,Cycle_4_Warm_3,996.76,200
2026-09-12T01:15:25.808768,Cycle_5_Cold_Start,1768.1,200
2026-09-12T01:15:31.793051,Cycle_5_Warm_1,978.4,200
2026-09-12T01:15:37.673702,Cycle_5_Warm_2,875.13,200
2026-09-12T01:15:43.641749,Cycle_5_Warm_3,962.46,200
2026-09-12T01:50:45.103987,Cycle_6_Cold_Start,1452.15,200
2026-09-12T01:50:50.985790,Cycle_6_Warm_1,874.98,200
2026-09-12T01:50:56.866970,Cycle_6_Warm_2,875.12,200
2026-09-12T01:51:02.769086,Cycle_6_Warm_3,897.08,200
2026-09-12T02:26:04.195597,Cycle_7_Cold_Start,1416.34,200
2026-09-12T02:26:10.074332,Cycle_7_Warm_1,873.37,200
2026-09-12T02:26:16.116398,Cycle_7_Warm_2,1036.92,200
2026-09-12T02:26:22.092663,Cycle_7_Warm_3,971.69,200
2026-09-12T03:01:23.675478,Cycle_8_Cold_Start,1572.94,200
2026-09-12T03:01:29.556292,Cycle_8_Warm_1,875.98,200
2026-09-12T03:01:35.419218,Cycle_8_Warm_2,858.27,200
2026-09-12T03:01:41.283701,Cycle_8_Warm_3,859.7,200
2026-09-12T03:36:42.758581,Cycle_9_Cold_Start,1464.72,200
2026-09-12T03:36:48.739407,Cycle_9_Warm_1,976.14,200
2026-09-12T03:36:54.598423,Cycle_9_Warm_2,854.05,200
2026-09-12T03:37:00.560928,Cycle_9_Warm_3,957.66,200
